timestamp,machine_id,cpu_usage_percent,memory_usage_percent,disk_usage_percent,cpu_load_1min,cpu_load_5min,cpu_load_15min
39600,265,26.3599998474,29.53999977114,57.59999847409999,17.46000022886,18.9,16.70000038146
42600,770,49.14000015258,60.09999923706,41.8600013733,33.20000000002,31.2200000763,30.51999969482
40800,776,33.23999977112,47.52000045776,43.5999984741,21.83999977112,22.10000038146,24.02000045776
42900,393,45.72000045776,58.72000045778,42.0,34.10000038148,36.2399986267,36.91999969482
39600,610,41.7,59.22000122072001,42.5999984741,29.85999984742,29.39999999998,25.50000038146
39600,719,43.57999954222,63.30000076294,41.72000045774,32.0200000763,31.479999542220003,27.160000228860003
39600,723,42.48000030518,66.2,41.9000015259,31.01999969484,31.5,27.07999954226
40200,742,35.90000000002,57.70000076294,41.7000007629,23.01999969484,25.2200000763,26.52000007632
41100,109,27.339999771100004,45.92000045778,41.2999992371,18.0400001526,18.5,18.93999977112
39900,866,32.6799999237,52.12000045776,40.5,21.480000305180003,24.43999977114,22.18000030518
42300,884,45.89999923706,58.21999969482,40.3600013733,37.4599998474,35.16000061036,34.91999969482
42600,1221,39.06000061036,53.16000061034,48.5999984741,28.91999969484,27.3,24.8
39900,1285,42.44000091554,71.58000030518,48.2999992371,29.49999961852,32.29999961854,31.35999984742
40500,1068,25.46000022888,49.12000045776,62.59999847409999,16.80000000002,19.00000038148,21.1599998474
42900,1023,33.68000030518,52.53999938966,62.79999923710001,23.44000015258,23.15999984742,21.05999946594
42300,1011,37.95999984742,53.64000015258,62.0,26.7,30.76000022886,30.84000015256
42900,1105,26.820000457780004,31.68000030518,59.90000152590001,18.179999923680004,20.45999984742,20.18000030516
41100,477,18.839999771100004,26.18000030514,60.29999923710001,12.61999988556,13.15999984742,14.46000003816
41100,569,34.39999923708,62.69999923704,51.20000076289999,22.75999984744,22.43999977112,24.1400001526
41700,574,39.36000061034,59.75999984742,56.20000076289999,26.5400001526,25.479999923680005,24.67999954224
41100,342,26.9200000763,54.7199996948,39.9000015259,17.90000038144,18.759999847400003,20.52000007628
41400,1032,41.71999969482,56.11999969484,66.5,33.98000030518,32.12000045778,27.820000076280003
40200,800,8.080000019076,35.98000030518,40.2000007629,5.680000019072,5.819999980926,5.860000133514
41700,664,33.70000076294,56.03999938961999,42.0999984741,21.81999969484,21.45999984742,21.33999977112
41700,1,34.8,55.23999938966,41.0999984741,21.85999946596,21.60000038146,21.55999984742
42300,67,35.24000015258,43.89999999998,56.75999984742,24.9799999237,21.920000076300003,19.7200000763
40800,84,33.32000045776,55.87999954224,57.48000030518,24.91999969486,24.99999961856,18.47999992372
42000,929,34.14000015258,47.80000000002,41.5,21.52000045778,21.0599998474,21.7200000763
