task_name,instance_num,job_name,task_type,status,start_time,end_time,plan_cpu,plan_mem,duration
R2_1,0.0,j_506,1.0,Terminated,160910.0,160912.0,0.4971090390669555,0.25265573818377535,0.996748337793298
M1,0.0,j_512,1.0,Terminated,359077.0,359079.0,0.4971090390669555,0.12809836121440454,0.996748337793298
M1,0.06586220319190347,j_514,1.0,Terminated,623181.0,623416.0,0.2456635586004333,0.25265573818377535,0.997116838422754
M2,0.013546126897625535,j_516,1.0,Terminated,196334.0,196378.0,0.2456635586004333,0.25265573818377535,0.996814762799466
M1,0.013546126897625535,j_516,1.0,Terminated,196334.0,196386.0,0.2456635586004333,0.25265573818377535,0.9968274151815932
J3_1_2,0.020397041650447645,j_516,1.0,Terminated,196334.0,196424.0,0.2456635586004333,0.25265573818377535,0.9968875139966976
R4_3,0.0,j_518,1.0,Terminated,542950.0,542993.0,0.2456635586004333,0.12809836121440454,0.9968131812517
M3_2,0.0,j_518,1.0,Terminated,542950.0,542982.0,0.2456635586004333,0.12809836121440454,0.9967957842262751
R5_4,0.0,j_518,1.0,Terminated,542950.0,543000.0,0.2456635586004333,0.12809836121440454,0.9968242520860614
M1,0.0,j_518,1.0,Terminated,542950.0,542961.0,0.2456635586004333,0.12809836121440454,0.996762571723191
R2_1,0.0,j_518,1.0,Terminated,542950.0,542972.0,0.2456635586004333,0.12809836121440454,0.9967799687486161
M6_5,0.0029583495523550015,j_518,1.0,Terminated,542950.0,543026.0,0.2456635586004333,0.12809836121440454,0.996865372327975
M1,0.027247956403269755,j_523,1.0,Terminated,377745.0,377749.0,0.4971090390669555,0.12809836121440454,0.9967515008888298
M1,0.0,j_528,1.0,Terminated,444659.0,444662.0,0.4971090390669555,0.12809836121440454,0.9967499193410638
M1,0.0,j_534,1.0,Terminated,93349.0,93350.0,0.4971090390669555,0.12809836121440454,0.996746756245532
task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,0.0017127286882055275,j_537,10.0,Terminated,220433.0,220485.0,0.4971090390669555,0.06254184701999888,0.9968274151815932
R4_3,0.0,j_541,1.0,Terminated,677951.0,677973.0,0.2456635586004333,0.09532010411720171,0.9967799687486161
M3_2,0.02646944336317633,j_541,1.0,Terminated,677951.0,677971.0,0.2456635586004333,0.1936548754088102,0.9967768056530842
M1,0.0,j_541,1.0,Terminated,677951.0,677953.0,0.2456635586004333,0.09532010411720171,0.996748337793298
R2_1,0.0,j_541,1.0,Terminated,677951.0,677954.0,0.2456635586004333,0.09532010411720171,0.9967499193410638
task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,0.0,j_545,6.0,Terminated,386291.0,386326.0,0.01936262618056325,0.01665228708391491,0.9968005288695728
task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,0.0,j_545,6.0,Terminated,386291.0,386323.0,0.14508536641382438,0.029763589922796048,0.9967957842262751
task_ODk2MzU0ODg1MTY5MTExNTUwMg==,0.0,j_545,6.0,Terminated,386291.0,386297.0,0.04450717422721548,0.029763589922796048,0.9967546639843615
task_MzkwNjI2MTQ2NTgxODQzNDc5Mw==,0.0,j_546,11.0,Terminated,107894.0,107905.0,0.4971090390669555,0.12154270979496398,0.996762571723191
M1,0.0,j_550,1.0,Terminated,444920.0,444921.0,0.4971090390669555,0.12809836121440454,0.996746756245532
M1,0.0,j_553,1.0,Terminated,416592.0,416593.0,0.4971090390669555,0.12809836121440454,0.996746756245532
R2_1,0.0,j_555,1.0,Terminated,483021.0,483022.0,0.2456635586004333,0.12809836121440454,0.996746756245532
M1,0.003659011288439081,j_555,1.0,Terminated,483021.0,483022.0,0.2456635586004333,0.12809836121440454,0.996746756245532
R3_2,0.0,j_555,1.0,Terminated,483021.0,483022.0,0.2456635586004333,0.12809836121440454,0.996746756245532
M1,0.0,j_557,1.0,Terminated,668872.0,668878.0,0.4971090390669555,0.1936548754088102,0.9967546639843615
R4_3,0.0,j_557,1.0,Terminated,668872.0,668872.0,0.4971090390669555,0.25265573818377535,0.9967451746977661
M3,0.0,j_557,1.0,Terminated,668872.0,668872.0,0.4971090390669555,0.1936548754088102,0.9967451746977661
J6_1_2_5,0.010899182561307902,j_557,1.0,Terminated,668872.0,668889.0,0.4971090390669555,0.31821225237818096,0.9967720610097865
M5_4,0.0014013234721681588,j_557,1.0,Terminated,668872.0,668877.0,0.4971090390669555,0.1936548754088102,0.9967530824365957
M2,0.009264305177111716,j_557,1.0,Terminated,668872.0,668888.0,0.4971090390669555,0.1936548754088102,0.9967704794620206
M1,0.0,j_559,1.0,Terminated,476581.0,476581.0,0.2456635586004333,0.12809836121440454,0.9967451746977661
M1,0.0,j_565,1.0,Terminated,366699.0,368553.0,0.2456635586004333,0.25265573818377535,0.9996773642557552
M1,0.0,j_569,1.0,Terminated,616848.0,616848.0,0.4971090390669555,0.1936548754088102,0.9967451746977661
M3_2,0.0,j_569,1.0,Terminated,616848.0,616854.0,0.4971090390669555,0.16087661831160738,0.9967546639843615
R2_1,0.0,j_569,1.0,Terminated,616848.0,616848.0,0.4971090390669555,0.25265573818377535,0.9967451746977661
task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,0.0,j_570,10.0,Failed,251563.0,251566.0,0.4971090390669555,0.06254184701999888,0.9967499193410638
M1,0.0,j_577,1.0,Terminated,541386.0,541389.0,0.4971090390669555,0.12809836121440454,0.9967499193410638
R3_2,0.0,j_582,1.0,Terminated,247458.0,247461.0,0.4971090390669555,0.31821225237818096,0.9967499193410638
R2_1,0.0,j_582,1.0,Terminated,247454.0,247458.0,0.4971090390669555,0.31821225237818096,0.9967515008888298
R6_5,0.0001557026080186843,j_582,1.0,Terminated,247562.0,247582.0,0.4971090390669555,0.31821225237818096,0.9967768056530842
R4_3,0.0,j_582,1.0,Terminated,247461.0,247464.0,0.4971090390669555,0.25265573818377535,0.9967499193410638
M5_4,0.0001557026080186843,j_582,1.0,Terminated,247465.0,247561.0,0.4971090390669555,0.1936548754088102,0.9968970032832931
M1,0.0,j_582,1.0,Terminated,247451.0,247454.0,0.4971090390669555,0.1936548754088102,0.9967499193410638
R7_6,7.785130400934215e-05,j_582,1.0,Terminated,247583.0,247628.0,0.4971090390669555,0.25265573818377535,0.9968163443472319
task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,0.0,j_585,6.0,Waiting,0.0,0.0,0.0,0.0,0.9967451746977661
task_ODk2MzU0ODg1MTY5MTExNTUwMg==,0.0,j_585,6.0,Terminated,297824.0,297827.0,0.04450717422721548,0.029763589922796048,0.9967499193410638
task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,0.0,j_585,6.0,Waiting,0.0,0.0,0.0,0.0,0.9967451746977661
R2_1,0.0,j_588,1.0,Terminated,116153.0,116157.0,0.4971090390669555,0.25265573818377535,0.9967515008888298
M1,0.0,j_588,1.0,Terminated,116148.0,116153.0,0.4971090390669555,0.1936548754088102,0.9967530824365957
M1,0.017905799922148694,j_589,1.0,Terminated,440129.0,440133.0,0.2456635586004333,0.1936548754088102,0.9967515008888298
R2_1,0.0,j_589,1.0,Terminated,440129.0,440134.0,0.2456635586004333,0.12809836121440454,0.9967530824365957
MergeTask,7.785130400934215e-05,j_590,1.0,Terminated,512657.0,512662.0,0.4971090390669555,0.06254184701999888,0.9967530824365957
M1,0.0,j_594,1.0,Terminated,374498.0,374510.0,0.4971090390669555,0.25265573818377535,0.996764153270957
M1,0.0,j_595,1.0,Terminated,419649.0,419650.0,0.4971090390669555,0.12809836121440454,0.996746756245532
M1,7.785130400934215e-05,j_596,1.0,Terminated,98584.0,98584.0,0.2456635586004333,0.12809836121440454,0.9967451746977661
M5_4,0.0001557026080186843,j_596,1.0,Terminated,98584.0,98590.0,0.2456635586004333,0.1936548754088102,0.9967546639843615
M3_2,0.0,j_596,1.0,Terminated,98584.0,98588.0,0.2456635586004333,0.31821225237818096,0.9967515008888298
R2_1,0.0,j_596,1.0,Terminated,98584.0,98584.0,0.2456635586004333,0.12809836121440454,0.9967451746977661
R4_3,0.0,j_596,1.0,Terminated,98584.0,98588.0,0.2456635586004333,0.12809836121440454,0.9967515008888298
R6_5,0.0,j_596,1.0,Terminated,98584.0,98590.0,0.2456635586004333,0.12809836121440454,0.9967546639843615
M5_2_4,0.08843908135461269,j_598,1.0,Terminated,128130.0,129215.0,0.2456635586004333,0.25265573818377535,0.9984611540237738
R4_3,0.0,j_598,1.0,Terminated,128130.0,128450.0,0.2456635586004333,0.12809836121440454,0.997251269982856
R1_3,0.0,j_598,1.0,Terminated,128130.0,128448.0,0.2456635586004333,0.12809836121440454,0.9972481068873241
M3,0.0,j_598,1.0,Terminated,128130.0,128444.0,0.2456635586004333,0.12809836121440454,0.9972417806962605
R2_1,0.0,j_598,1.0,Terminated,128130.0,128451.0,0.2456635586004333,0.12809836121440454,0.9972528515306218
task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,0.0,j_599,6.0,Terminated,420111.0,420795.0,0.01936262618056325,0.01665228708391491,0.9978269533696456
task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,0.00023355391202802646,j_599,6.0,Terminated,420111.0,420489.0,0.14508536641382438,0.029763589922796048,0.9973429997532784
task_ODk2MzU0ODg1MTY5MTExNTUwMg==,0.0,j_599,6.0,Terminated,420111.0,420467.0,0.04450717422721548,0.029763589922796048,0.9973082057024285
M1,0.0,j_605,1.0,Terminated,544458.0,544465.0,0.4971090390669555,0.12809836121440454,0.9967562455321275
M1,0.0,j_608,1.0,Terminated,419677.0,419677.0,0.4971090390669555,0.12809836121440454,0.9967451746977661
task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,0.0007006617360840793,j_609,6.0,Terminated,447224.0,447300.0,0.14508536641382438,0.029763589922796048,0.996865372327975
task_ODk2MzU0ODg1MTY5MTExNTUwMg==,0.0,j_609,6.0,Terminated,447224.0,447227.0,0.04450717422721548,0.029763589922796048,0.9967499193410638
task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,0.0,j_609,6.0,Terminated,447224.0,447305.0,0.01936262618056325,0.01665228708391491,0.9968732800668045
task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,0.0,j_611,10.0,Terminated,244910.0,244915.0,0.4971090390669555,0.06254184701999888,0.9967530824365957
J1_2,0.0,j_612,1.0,Terminated,250888.0,250892.0,0.4971090390669555,0.38376876657258663,0.9967515008888298
R5_4,0.0,j_612,1.0,Terminated,250888.0,250892.0,0.4971090390669555,0.31821225237818096,0.9967515008888298
M2,0.0,j_612,1.0,Terminated,250888.0,250892.0,0.4971090390669555,0.1936548754088102,0.9967515008888298
R6_5,0.0,j_612,1.0,Terminated,250888.0,250892.0,0.4971090390669555,0.25265573818377535,0.9967515008888298
J3_2,0.0,j_612,1.0,Terminated,250888.0,250892.0,0.4971090390669555,0.38376876657258663,0.9967515008888298
R4_1_3,0.0001557026080186843,j_612,1.0,Terminated,250888.0,250892.0,0.4971090390669555,0.31821225237818096,0.9967515008888298
MergeTask,0.0,j_615,1.0,Terminated,593401.0,593403.0,0.4971090390669555,0.06254184701999888,0.996748337793298
R2_1,0.0,j_619,1.0,Terminated,642002.0,642003.0,0.4971090390669555,0.25265573818377535,0.996746756245532
M1,0.0,j_619,1.0,Terminated,642002.0,642003.0,0.4971090390669555,0.1936548754088102,0.996746756245532
task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,0.0,j_621,10.0,Terminated,670508.0,670512.0,0.4971090390669555,0.06254184701999888,0.9967515008888298
R2_1,0.00217983651226158,j_623,1.0,Terminated,613055.0,613070.0,0.4971090390669555,0.25265573818377535,0.9967688979142547
M1,0.0,j_623,1.0,Terminated,613055.0,613066.0,0.4971090390669555,0.31821225237818096,0.996762571723191
R4_6,0.0,j_629,1.0,Terminated,87651.0,87669.0,0.2456635586004333,0.12809836121440454,0.9967736425575524
R9_8,0.0,j_629,1.0,Terminated,87651.0,87675.0,0.2456635586004333,0.12809836121440454,0.9967831318441479
R3_4,0.0,j_629,1.0,Terminated,87651.0,87669.0,0.2456635586004333,0.12809836121440454,0.9967736425575524
R1_6,0.0,j_629,1.0,Terminated,87651.0,87670.0,0.2456635586004333,0.1936548754088102,0.9967752241053184
J7_6,0.0001557026080186843,j_629,1.0,Terminated,87651.0,87675.0,0.2456635586004333,0.1936548754088102,0.9967831318441479
R12_11,0.0,j_629,1.0,Terminated,87651.0,87654.0,0.2456635586004333,0.12809836121440454,0.9967499193410638
R8_7,0.0,j_629,1.0,Terminated,87651.0,87675.0,0.2456635586004333,0.12809836121440454,0.9967831318441479
R5_4,0.0,j_629,1.0,Terminated,87651.0,87669.0,0.2456635586004333,0.12809836121440454,0.9967736425575524
R13_12,0.0,j_629,1.0,Terminated,87651.0,87654.0,0.2456635586004333,0.12809836121440454,0.9967499193410638
R14_2_3_5_9_10_13,0.0,j_629,1.0,Terminated,87651.0,87675.0,0.2456635586004333,0.12809836121440454,0.9967831318441479
M11,0.0,j_629,1.0,Terminated,87651.0,87654.0,0.2456635586004333,0.12809836121440454,0.9967499193410638
M10,0.0,j_629,1.0,Terminated,87651.0,87653.0,0.2456635586004333,0.12809836121440454,0.996748337793298
R2_1,0.0,j_629,1.0,Terminated,87651.0,87670.0,0.2456635586004333,0.12809836121440454,0.9967752241053184
M6,0.001557026080186843,j_629,1.0,Terminated,87651.0,87668.0,0.2456635586004333,0.38376876657258663,0.9967720610097865
R4_3,0.0,j_633,1.0,Terminated,344282.0,344288.0,0.4971090390669555,0.25265573818377535,0.9967546639843615
M1,0.0,j_633,1.0,Terminated,344282.0,344284.0,0.4971090390669555,0.35099050947538385,0.996748337793298
M3_2,0.0,j_633,1.0,Terminated,344282.0,344288.0,0.4971090390669555,0.35099050947538385,0.9967546639843615
R2_1,0.0,j_633,1.0,Terminated,344282.0,344284.0,0.4971090390669555,0.25265573818377535,0.996748337793298
R2_1,0.0,j_637,1.0,Terminated,302164.0,302164.0,0.4971090390669555,0.25265573818377535,0.9967451746977661
M1,0.0,j_637,1.0,Terminated,302164.0,302164.0,0.4971090390669555,0.1936548754088102,0.9967451746977661
M1,0.0,j_639,1.0,Terminated,457167.0,457175.0,0.2456635586004333,0.12809836121440454,0.9967578270798934
R2_1,0.0,j_639,1.0,Terminated,457167.0,457181.0,0.2456635586004333,0.12809836121440454,0.9967673163664889
M1,0.0,j_640,1.0,Terminated,418137.0,418137.0,0.4971090390669555,0.12809836121440454,0.9967451746977661
R2_1,0.0,j_643,1.0,Terminated,150313.0,150320.0,0.2456635586004333,0.12809836121440454,0.9967562455321275
M1,0.0013234721681588165,j_643,1.0,Terminated,150314.0,150317.0,0.2456635586004333,0.12809836121440454,0.9967499193410638
M1,0.0,j_645,1.0,Terminated,617594.0,617595.0,0.4971090390669555,0.12809836121440454,0.996746756245532
R2_1,0.0,j_646,1.0,Terminated,679165.0,679217.0,0.4971090390669555,0.25265573818377535,0.9968274151815932
M1,7.785130400934215e-05,j_646,1.0,Terminated,679165.0,679197.0,0.4971090390669555,0.22643313250601302,0.9967957842262751
J3_1_2,0.0006228104320747372,j_653,1.0,Terminated,183025.0,183105.0,0.2456635586004333,0.12809836121440454,0.9968716985190386
M2,0.11179447255741534,j_653,1.0,Terminated,183026.0,183059.0,0.2456635586004333,0.25265573818377535,0.996797365774041
M1,0.0,j_653,1.0,Terminated,183025.0,183040.0,0.2456635586004333,0.25265573818377535,0.9967688979142547
task_ODk2MzU0ODg1MTY5MTExNTUwMg==,0.0,j_655,6.0,Terminated,487939.0,487941.0,0.04450717422721548,0.029763589922796048,0.996748337793298
task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,0.0,j_655,6.0,Running,487939.0,0.0,0.0,0.0,0.225046339349541
task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,0.0,j_655,6.0,Running,487939.0,0.0,0.0,0.0,0.225046339349541
task_ODk2MzU0ODg1MTY5MTExNTUwMg==,0.0,j_656,6.0,Terminated,612465.0,612469.0,0.04450717422721548,0.029763589922796048,0.9967515008888298
task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,0.0,j_656,6.0,Terminated,612465.0,612474.0,0.14508536641382438,0.029763589922796048,0.9967594086276593
task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,0.0,j_656,6.0,Terminated,612465.0,612479.0,0.01936262618056325,0.01665228708391491,0.9967673163664889
R6_5,0.0017127286882055275,j_657,1.0,Terminated,156733.0,156789.0,0.4971090390669555,0.31821225237818096,0.9968337413726569
J7_2_4_6,0.004515375632541845,j_657,1.0,Terminated,156733.0,156897.0,0.4971090390669555,0.38376876657258663,0.9970045485313747
R8_7,0.004515375632541845,j_657,1.0,Terminated,156733.0,156897.0,0.4971090390669555,0.25265573818377535,0.9970045485313747
R4_3,0.002024133904242896,j_657,1.0,Terminated,156733.0,156797.0,0.4971090390669555,0.31821225237818096,0.9968463937547841
M3,0.0019462826002335537,j_657,1.0,Terminated,156733.0,156764.0,0.4971090390669555,0.1936548754088102,0.9967942026785092
R2_1,0.0006228104320747372,j_657,1.0,Terminated,156733.0,156866.0,0.4971090390669555,0.31821225237818096,0.9969555205506316
M1,0.0019462826002335537,j_657,1.0,Terminated,156733.0,156763.0,0.4971090390669555,0.1936548754088102,0.9967926211307433
M5,0.0017127286882055275,j_657,1.0,Terminated,156733.0,156759.0,0.4971090390669555,0.1936548754088102,0.9967862949396796
task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,0.0,j_659,8.0,Terminated,227560.0,227563.0,0.4971090390669555,0.06254184701999888,0.9967499193410638
MergeTask,0.0,j_664,1.0,Terminated,382298.0,382301.0,0.4971090390669555,0.06254184701999888,0.9967499193410638
M1,0.0,j_669,1.0,Terminated,274763.0,274766.0,0.4971090390669555,0.12809836121440454,0.9967499193410638
M1,0.0,j_670,1.0,Terminated,90360.0,90384.0,0.2456635586004333,0.12809836121440454,0.9967831318441479
M1,0.0,j_672,1.0,Terminated,184680.0,184681.0,0.4971090390669555,0.12809836121440454,0.996746756245532
M1,0.0,j_679,1.0,Terminated,372422.0,372427.0,0.2456635586004333,0.25265573818377535,0.9967530824365957
M1,7.785130400934215e-05,j_682,1.0,Terminated,271200.0,271205.0,0.4971090390669555,0.1936548754088102,0.9967530824365957
J3_1_2,0.0001557026080186843,j_682,1.0,Terminated,271200.0,271205.0,0.4971090390669555,0.31821225237818096,0.9967530824365957
M2,0.0,j_682,1.0,Terminated,271200.0,271200.0,0.4971090390669555,0.1936548754088102,0.9967451746977661
R4_3,0.0,j_683,1.0,Terminated,525833.0,525848.0,0.2456635586004333,0.12809836121440454,0.9967688979142547
M3_2,0.002491241728298949,j_683,1.0,Terminated,525833.0,525843.0,0.2456635586004333,0.1936548754088102,0.9967609901754252
R2_1,0.0,j_683,1.0,Terminated,525833.0,525839.0,0.2456635586004333,0.12809836121440454,0.9967546639843615
M1,0.0,j_683,1.0,Terminated,525833.0,525836.0,0.2456635586004333,0.12809836121440454,0.9967499193410638
task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,7.785130400934215e-05,j_685,10.0,Terminated,132030.0,132214.0,0.3713862988336944,0.06254184701999888,0.9970361794866928
task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,0.0,j_687,10.0,Terminated,571727.0,571734.0,0.4971090390669555,0.06254184701999888,0.9967562455321275
M1,0.0,j_690,1.0,Terminated,186174.0,186175.0,0.4971090390669555,0.12809836121440454,0.996746756245532
R2_1,0.0,j_693,1.0,Terminated,609400.0,609543.0,0.2456635586004333,0.12809836121440454,0.9969713360282907
M1,0.7865317244063837,j_693,1.0,Terminated,609404.0,609534.0,0.2456635586004333,0.38376876657258663,0.9969507759073338
MergeTask,0.0008563643441027637,j_695,1.0,Terminated,646780.0,646806.0,0.4971090390669555,0.06254184701999888,0.9967862949396796
R2_1,0.0001557026080186843,j_701,1.0,Terminated,591205.0,591209.0,0.4971090390669555,0.31821225237818096,0.9967515008888298
R3_2,0.0,j_701,1.0,Terminated,591205.0,591209.0,0.4971090390669555,0.25265573818377535,0.9967515008888298
M1,0.0001557026080186843,j_701,1.0,Terminated,591205.0,591209.0,0.4971090390669555,0.1936548754088102,0.9967515008888298
M1,0.0013234721681588165,j_702,1.0,Terminated,240294.0,240650.0,0.2456635586004333,0.38376876657258663,0.9973082057024285
J2_1,0.005760996496691319,j_702,1.0,Terminated,240294.0,240685.0,0.2456635586004333,0.25265573818377535,0.9973635598742352
R2_1,0.0,j_704,1.0,Terminated,677748.0,677764.0,0.4971090390669555,0.25265573818377535,0.9967704794620206
M1,0.006928766056831451,j_704,1.0,Terminated,677748.0,677764.0,0.4971090390669555,0.31821225237818096,0.9967704794620206
MergeTask,0.0007785130400934216,j_706,1.0,Terminated,265993.0,266009.0,0.4971090390669555,0.06254184701999888,0.9967704794620206
M1,0.0,j_709,1.0,Terminated,629283.0,629291.0,0.4971090390669555,0.25265573818377535,0.9967578270798934
R2_1,0.0,j_712,1.0,Terminated,300762.0,300769.0,0.2456635586004333,0.12809836121440454,0.9967562455321275
M1,0.0,j_712,1.0,Terminated,300762.0,300765.0,0.2456635586004333,0.12809836121440454,0.9967499193410638
R2_1,0.0,j_714,1.0,Terminated,300149.0,300152.0,0.4971090390669555,0.31821225237818096,0.9967499193410638
R3_2,0.0,j_714,1.0,Terminated,300149.0,300152.0,0.4971090390669555,0.25265573818377535,0.9967499193410638
M1,0.0,j_714,1.0,Terminated,300149.0,300150.0,0.4971090390669555,0.1936548754088102,0.996746756245532
M1,0.0,j_718,1.0,Terminated,419824.0,419824.0,0.4971090390669555,0.12809836121440454,0.9967451746977661
M1,0.0,j_720,1.0,Terminated,98997.0,98998.0,0.4971090390669555,0.12809836121440454,0.996746756245532
R16_15,0.0,j_729,1.0,Terminated,104518.0,104522.0,0.2456635586004333,0.25265573818377535,0.9967515008888298
M1,0.0,j_729,1.0,Terminated,104518.0,104519.0,0.2456635586004333,0.12809836121440454,0.996746756245532
R17_16,0.0,j_729,1.0,Terminated,104518.0,104523.0,0.2456635586004333,0.12809836121440454,0.9967530824365957
J30_2_5_13_29,0.0003114052160373686,j_729,1.0,Terminated,104518.0,104564.0,0.2456635586004333,0.12809836121440454,0.9968179258949978
M14,0.0003114052160373686,j_729,1.0,Terminated,104518.0,104525.0,0.2456635586004333,0.1936548754088102,0.9967562455321275
R26_25,0.0,j_729,1.0,Terminated,104518.0,104521.0,0.2456635586004333,0.12809836121440454,0.9967499193410638
J8_7_9,0.0,j_729,1.0,Terminated,104518.0,104521.0,0.2456635586004333,0.12809836121440454,0.9967499193410638
R12_11,0.0,j_729,1.0,Terminated,104518.0,104520.0,0.2456635586004333,0.12809836121440454,0.996748337793298
M11,0.0,j_729,1.0,Terminated,104518.0,104520.0,0.2456635586004333,0.12809836121440454,0.996748337793298
J28_17_19_20_27,0.0056052938886726345,j_729,1.0,Terminated,104518.0,104550.0,0.2456635586004333,0.1936548754088102,0.9967957842262751
J13_8_10_12,0.0,j_729,1.0,Terminated,104518.0,104521.0,0.2456635586004333,0.12809836121440454,0.9967499193410638
M9,0.0,j_729,1.0,Terminated,104518.0,104521.0,0.2456635586004333,0.12809836121440454,0.9967499193410638
M18,0.0,j_729,1.0,Terminated,104518.0,104520.0,0.2456635586004333,0.12809836121440454,0.996748337793298
M22,0.0,j_729,1.0,Terminated,104518.0,104519.0,0.2456635586004333,0.12809836121440454,0.996746756245532
R6_9,0.0,j_729,1.0,Terminated,104518.0,104520.0,0.2456635586004333,0.12809836121440454,0.996748337793298
R19_18,0.0,j_729,1.0,Terminated,104518.0,104520.0,0.2456635586004333,0.12809836121440454,0.996748337793298
R7_6,0.0,j_729,1.0,Terminated,104518.0,104521.0,0.2456635586004333,0.12809836121440454,0.9967499193410638
R10_9,0.0,j_729,1.0,Terminated,104518.0,104520.0,0.2456635586004333,0.12809836121440454,0.996748337793298
M15,0.0,j_729,1.0,Terminated,104518.0,104521.0,0.2456635586004333,0.12809836121440454,0.9967499193410638
R21_22,0.0,j_729,1.0,Terminated,104518.0,104519.0,0.2456635586004333,0.12809836121440454,0.996746756245532
M20,0.004203970416504476,j_729,1.0,Terminated,104518.0,104535.0,0.2456635586004333,0.1936548754088102,0.9967720610097865
M27_21_23_26,0.0001557026080186843,j_729,1.0,Terminated,104518.0,104535.0,0.2456635586004333,0.25265573818377535,0.9967720610097865
R5_4,0.0,j_729,1.0,Terminated,104518.0,104523.0,0.2456635586004333,0.12809836121440454,0.9967530824365957
J29_14_28,0.0001557026080186843,j_729,1.0,Terminated,104518.0,104560.0,0.2456635586004333,0.1936548754088102,0.9968115997039342
R4_3,0.0,j_729,1.0,Terminated,104518.0,104521.0,0.2456635586004333,0.12809836121440454,0.9967499193410638
R25_24,0.0,j_729,1.0,Terminated,104518.0,104520.0,0.2456635586004333,0.12809836121440454,0.996748337793298
R2_1,0.0,j_729,1.0,Terminated,104518.0,104519.0,0.2456635586004333,0.12809836121440454,0.996746756245532
R23_22,0.0,j_729,1.0,Terminated,104518.0,104519.0,0.2456635586004333,0.12809836121440454,0.996746756245532
M3,0.0,j_729,1.0,Terminated,104518.0,104521.0,0.2456635586004333,0.12809836121440454,0.9967499193410638
M24,0.0,j_729,1.0,Terminated,104518.0,104520.0,0.2456635586004333,0.12809836121440454,0.996748337793298
R2_1,0.0,j_732,1.0,Terminated,679511.0,679511.0,0.2456635586004333,0.12809836121440454,0.9967451746977661
M1,0.0,j_732,1.0,Terminated,679511.0,679511.0,0.2456635586004333,0.12809836121440454,0.9967451746977661
R11_10,0.0,j_733,1.0,Running,292026.0,292098.0,0.2456635586004333,0.12809836121440454,0.9968590461369113
J9_2_8,0.0,j_733,1.0,Running,292026.0,292098.0,0.2456635586004333,0.1936548754088102,0.9968590461369113
R10_1_9,0.0,j_733,1.0,Running,292026.0,292098.0,0.2456635586004333,0.12809836121440454,0.9968590461369113
M4,0.009186453873102374,j_733,1.0,Running,292026.0,292098.0,0.2456635586004333,0.38376876657258663,0.9968590461369113
M3,0.0,j_733,1.0,Terminated,292026.0,292030.0,0.2456635586004333,0.12809836121440454,0.9967515008888298
R7_6,0.0,j_733,1.0,Terminated,292026.0,292032.0,0.2456635586004333,0.12809836121440454,0.9967546639843615
J1_3_4_7,0.010743479953289217,j_733,1.0,Failed,292026.0,292098.0,0.2456635586004333,0.25265573818377535,0.9968590461369113
R6_5,0.0,j_733,1.0,Terminated,292026.0,292027.0,0.2456635586004333,0.12809836121440454,0.996746756245532
M2,0.0,j_733,1.0,Terminated,292026.0,292036.0,0.2456635586004333,0.1936548754088102,0.9967609901754252
J8_3_4_7,0.010743479953289217,j_733,1.0,Running,292026.0,292098.0,0.2456635586004333,0.25265573818377535,0.9968590461369113
M5,0.0,j_733,1.0,Terminated,292026.0,292027.0,0.2456635586004333,0.12809836121440454,0.996746756245532
M1,0.0,j_734,1.0,Terminated,419699.0,419700.0,0.4971090390669555,0.12809836121440454,0.996746756245532
M1,0.0011677695601401323,j_735,1.0,Terminated,298339.0,298345.0,0.4971090390669555,0.31821225237818096,0.9967546639843615
R2_1,0.0,j_735,1.0,Terminated,298339.0,298345.0,0.4971090390669555,0.25265573818377535,0.9967546639843615
task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,0.00023355391202802646,j_746,10.0,Terminated,321909.0,321930.0,0.4971090390669555,0.06254184701999888,0.9967783872008501
R8_7,0.0,j_748,1.0,Terminated,272248.0,272250.0,0.2456635586004333,0.12809836121440454,0.996748337793298
M10,0.0,j_748,1.0,Terminated,272248.0,272249.0,0.2456635586004333,0.12809836121440454,0.996746756245532
M1,0.0,j_748,1.0,Terminated,272248.0,272249.0,0.2456635586004333,0.12809836121440454,0.996746756245532
R16_15,0.0,j_748,1.0,Running,272248.0,272257.0,0.2456635586004333,0.12809836121440454,0.9967594086276593
