machine_id,time_stamp ,cpu_util_percent,mem_util_percent,net_in,net_out, disk_io_percent
m_1955,677090,0.22826086956521738,0.9381443298969072,0.8873773032546926,0.7455072463768115,3
m_2031,477620,0.22826086956521738,0.9072164948453608,0.7282589977613225,0.6396135265700483,7
m_1977,421400,0.3804347826086956,0.9587628865979382,0.7313587050111934,0.669951690821256,6
m_2018,424860,0.18478260869565216,0.9175257731958764,0.7472016531771999,0.6452173913043479,4
m_1967,588880,0.31521739130434784,0.8969072164948454,0.667814706388841,0.5319806763285024,1
m_1955,453980,0.9021739130434783,0.9690721649484536,0.8100568279662476,0.6780676328502416,10
m_2069,679970,0.3695652173913043,0.9484536082474228,0.9311176166695367,0.8415458937198067,6
m_1958,439810,0.32608695652173914,0.9175257731958764,0.7733769588427759,0.7010628019323671,4
m_2003,240870,0.25,0.9587628865979382,0.7654554847597728,0.7103381642512077,8
m_1965,168220,0.0,0.010309278350515464,0.0,0.0,0
m_2000,108130,0.8152173913043478,0.9278350515463918,0.7914585844670226,0.7828019323671497,9
m_2066,352830,0.3695652173913043,0.9381443298969072,0.7306698811778887,0.632463768115942,3
m_2050,138100,0.21739130434782608,0.9278350515463918,0.618908214224212,0.49333333333333335,4
m_1983,468920,0.30434782608695654,0.8969072164948454,0.7232650249698639,0.6289855072463767,3
m_2075,373130,0.532608695652174,0.9381443298969072,0.8501808162562424,0.733719806763285,15
m_1963,604560,0.34782608695652173,0.9072164948453608,0.8890993628379542,0.8614492753623187,6
m_2074,91180,0.41304347826086957,0.9175257731958764,0.677630446013432,0.6405797101449274,5
m_1984,175670,0.358695652173913,0.9278350515463918,0.796280351300155,0.7072463768115942,6
m_1953,184310,0.45652173913043476,0.8762886597938144,0.6929567763044602,0.6440579710144927,4
m_2008,504630,0.34782608695652173,0.9278350515463918,0.7976579989667643,0.7087922705314009,6
m_1956,381840,0.6195652173913043,0.9587628865979382,0.7756156363010159,0.703768115942029,8
m_2071,236230,0.3695652173913043,0.9175257731958764,0.8296883072154296,0.7530434782608695,11
m_1968,326290,0.2391304347826087,0.9484536082474228,0.5891165834337868,0.4602898550724637,2
m_1997,497790,0.30434782608695654,0.9381443298969072,0.8283106595488204,0.7563285024154589,2
m_2033,206700,0.6739130434782609,0.8350515463917526,0.7415188565524368,0.7008695652173913,15
m_2000,571890,0.5108695652173912,0.865979381443299,0.9984501463750645,0.9984541062801933,7
m_2055,229180,0.2391304347826087,0.9278350515463918,0.6263130704322369,0.5151690821256039,4
m_1945,293870,0.5434782608695652,0.8556701030927836,0.7487515068021353,0.7182608695652174,8
m_2056,544760,0.05434782608695652,0.9072164948453608,0.4129498880661271,0.3567149758454106,1
m_2034,394820,0.6521739130434783,0.9587628865979382,0.8284828655071466,0.6830917874396135,15
m_1995,41370,0.46739130434782605,0.8969072164948454,0.6898570690545893,0.6313043478260869,5
m_2019,328630,0.25,0.8969072164948454,0.6216635095574307,0.5068599033816426,3
m_2027,66350,0.18478260869565216,0.9484536082474228,0.6137420354744274,0.531207729468599,3
m_1994,590940,0.2608695652173913,0.8969072164948454,0.7771654899259515,0.6863768115942029,8
m_2049,421450,0.0,0.010309278350515464,0.0,0.0,0
m_2019,111750,0.6847826086956521,0.9587628865979382,0.5591527466850352,0.4575845410628019,13
m_1950,92810,0.3913043478260869,0.9381443298969072,0.4546237299810573,0.4056038647342995,4
m_2007,60300,0.5434782608695652,0.9175257731958764,0.672119855346995,0.646183574879227,5
m_2024,7420,0.31521739130434784,0.845360824742268,0.520750817978302,0.4336231884057971,4
m_1965,514900,0.0,0.010309278350515464,0.0,0.0,0
m_1941,408290,0.15217391304347827,0.9484536082474228,0.605648355433098,0.4556521739130434,2
m_2050,82850,0.16304347826086957,0.9175257731958764,0.601343206474944,0.48,2
m_2001,647480,0.2608695652173913,0.9587628865979382,0.5901498191837438,0.6867632850241545,5
m_2053,242340,0.40217391304347827,0.8969072164948454,0.8736008265885998,0.8432850241545894,5
m_1932,686890,0.9891304347826086,0.9484536082474228,0.8506974341312209,0.7402898550724638,4
m_2043,359930,0.45652173913043476,0.9175257731958764,0.714654727053556,0.6171980676328502,7
m_1966,332130,0.0,0.010309278350515464,0.0,0.0,0
m_2049,687930,0.31521739130434784,0.9484536082474228,0.043912519373170304,0.041159420289855066,4
m_2039,354960,0.2826086956521739,0.9484536082474228,0.8174616841742723,0.8083091787439612,5
m_2017,196510,0.8043478260869565,0.9793814432989691,0.5887721715171345,0.4668599033816425,4
m_2007,349550,0.34782608695652173,0.9793814432989691,0.806096090924746,0.7893719806763285,3
m_2005,300710,0.5869565217391304,0.9381443298969072,0.7423798863440675,0.642512077294686,12
m_1958,268090,0.5217391304347826,0.88659793814433,0.7153435508868606,0.648695652173913,4
m_1977,597140,0.3695652173913043,0.9072164948453608,0.7890477010504563,0.7194202898550723,5
m_2037,180260,0.3804347826086956,0.8556701030927836,0.7050111933872911,0.6156521739130434,4
m_1946,665510,0.05434782608695652,0.8041237113402062,0.29343895298777334,0.24463768115942028,1
m_2017,460470,0.4891304347826087,0.9587628865979382,0.663337351472361,0.5205797101449275,3
m_2027,133070,0.3913043478260869,0.9896907216494846,0.6342345445152402,0.5472463768115942,6
m_2048,335340,0.2934782608695652,0.9484536082474228,0.7671775443430342,0.7501449275362319,5
m_2047,329240,0.5543478260869565,0.9690721649484536,0.7837093163423454,0.7039613526570048,3
m_2082,526190,0.5108695652173912,0.8350515463917526,0.9431720337523678,0.896231884057971,8
m_1999,501910,0.42391304347826086,0.8762886597938144,0.8916824522128466,0.8510144927536232,3
m_1953,457910,0.5760869565217391,0.9175257731958764,0.7868090235922163,0.7348792270531401,26
m_1943,392010,0.3695652173913043,0.9175257731958764,0.7673497503013604,0.6682125603864734,3
m_1966,221500,0.0,0.010309278350515464,0.0,0.0,0
m_1934,44810,0.43478260869565216,0.88659793814433,0.590494231100396,0.4948792270531401,4
m_2011,75360,0.22826086956521738,0.9072164948453608,0.7335973824694334,0.6054106280193237,2
m_2062,492350,0.2934782608695652,0.9690721649484536,0.8014465300499397,0.7285024154589372,4
m_2022,574390,0.2934782608695652,0.7731958762886598,0.8417427242982607,0.7383574879227053,5
m_1947,91160,0.40217391304347827,0.8041237113402062,0.7213707594282762,0.6589371980676328,3
m_1964,687580,0.33695652173913043,0.9690721649484536,0.8913380402961942,0.8726570048309178,4
m_1969,472880,0.3913043478260869,0.8762886597938144,0.7379025314275874,0.6052173913043478,2
m_2020,620110,0.3804347826086956,0.9793814432989691,0.814706388841054,0.7062801932367149,7
m_1998,589460,0.2717391304347826,0.6082474226804124,0.00619941449974169,0.005410628019323672,3
m_1968,52000,0.22826086956521738,0.88659793814433,0.5090408128121232,0.40077294685990333,3
m_1976,173590,0.46739130434782605,0.865979381443299,0.6337179266402617,0.5540096618357488,4
m_2080,178440,0.3913043478260869,0.8969072164948454,0.6559324952643362,0.6179710144927536,3
m_1959,663730,0.5,0.9381443298969072,0.9772688135009471,0.9198067632850241,6
m_2013,256770,0.43478260869565216,0.9381443298969072,0.7363526778026519,0.7219323671497584,21
m_1937,394990,0.43478260869565216,0.9072164948453608,0.7446185638023076,0.6054106280193237,4
m_2058,242810,0.2391304347826087,0.8969072164948454,0.7141381091785776,0.671111111111111,5
m_2071,625750,0.5978260869565217,0.9587628865979382,0.9781298432925778,0.8803864734299517,15
m_1959,56020,0.41304347826086957,0.9175257731958764,0.7353194420526951,0.6863768115942029,5
m_1944,300190,0.46739130434782605,0.9690721649484536,0.629584983640434,0.49700483091787434,5
m_2063,643810,0.4891304347826087,0.9587628865979382,0.7077664887205097,0.5777777777777777,4
m_2043,306640,0.3804347826086956,0.9484536082474228,0.6970897193042879,0.6019323671497584,2
m_1933,194600,0.05434782608695652,0.9484536082474228,0.3981401756500775,0.35864734299516904,1
m_2052,76990,0.32608695652173914,0.9587628865979382,0.617702772515929,0.503768115942029,3
m_1975,128480,0.0,0.02061855670103093,0.00017220595832615808,0.0003864734299516908,0
m_2044,240920,0.32608695652173914,0.9484536082474228,0.6848630962631307,0.6314975845410628,6
m_2003,239650,0.2717391304347826,0.9690721649484536,0.7651110728431203,0.7101449275362318,6
m_2029,411880,0.32608695652173914,0.9587628865979382,0.6803857413466505,0.5735265700483091,6
m_1989,396490,0.717391304347826,0.9793814432989691,0.6161529188909937,0.47729468599033814,10
m_2081,665460,0.4782608695652174,0.9793814432989691,0.9099362837954194,0.7914975845410628,12
m_1975,562650,0.0,0.030927835051546393,0.00017220595832615808,0.0003864734299516908,0
m_1995,641410,0.5543478260869565,0.8969072164948454,0.9202686412949888,0.841159420289855,8
m_2067,457190,0.858695652173913,0.9896907216494846,0.7744101945927329,0.6871497584541063,10
m_2003,395950,0.7065217391304348,0.9793814432989691,0.8265885999655588,0.7598067632850242,7
m_1935,201070,0.717391304347826,0.9587628865979382,0.774582400551059,0.6456038647342994,16
m_2060,300180,0.5978260869565217,0.9278350515463918,0.7852591699672808,0.7663768115942028,14
m_1954,552630,0.75,0.9175257731958764,0.9126915791286379,0.9097584541062801,7
m_1947,51940,0.3804347826086956,0.8969072164948454,0.7089719304287928,0.6465700483091787,5
m_1955,600620,0.22826086956521738,0.8969072164948454,0.8594799380058549,0.7225120772946859,3
m_1935,657410,0.5760869565217391,0.9484536082474228,0.945582917168934,0.794975845410628,6
m_1983,190780,0.2934782608695652,0.8969072164948454,0.6364732219734803,0.5582608695652174,6
m_1979,554570,0.5869565217391304,0.8969072164948454,0.7656276907180989,0.6510144927536231,6
m_1997,238800,0.25,0.7938144329896908,0.7423798863440675,0.6807729468599033,4
m_1971,216320,0.06521739130434782,0.29896907216494845,0.005510590666437058,0.008115942028985506,1
m_2017,76860,0.2608695652173913,0.9381443298969072,0.5579473049767522,0.4446376811594203,1
m_1970,590400,0.30434782608695654,0.9381443298969072,0.7964525572584811,0.7771980676328502,6
m_2079,451130,0.31521739130434784,0.9381443298969072,0.6908903048045462,0.5391304347826087,5
m_2044,416700,0.2608695652173913,0.9690721649484536,0.7392801790941966,0.678647342995169,4
m_2000,575250,0.532608695652174,0.9381443298969072,1.0,1.0,9
m_2055,546450,0.358695652173913,0.8969072164948454,0.7063888410539005,0.5733333333333334,5
m_2066,398310,0.46739130434782605,0.865979381443299,0.7497847425520923,0.6479227053140096,4
m_1978,305210,0.40217391304347827,0.9587628865979382,0.7513345961770277,0.7225120772946859,10
m_1954,4910,0.41304347826086957,0.8556701030927836,0.7007060444291372,0.6890821256038646,8
m_1957,293420,0.5869565217391304,0.8969072164948454,0.895470983296022,0.8720772946859904,3
m_1984,669410,0.40217391304347827,0.9484536082474228,0.9986223523333907,0.8888888888888888,8
m_2047,27750,0.34782608695652173,0.8969072164948454,0.6741863268469088,0.6013526570048309,6
m_2035,526360,0.5,0.9484536082474228,0.9240571723781642,0.8641545893719806,16
m_1937,357890,0.4891304347826087,0.9690721649484536,0.7301532633029102,0.594975845410628,10
m_1935,85090,0.22826086956521738,0.9072164948453608,0.7270535560530393,0.6054106280193237,7
m_2062,539040,0.5869565217391304,0.9896907216494846,0.8152230067160324,0.7404830917874395,18
m_2061,167660,0.33695652173913043,0.865979381443299,0.7244704666781471,0.6355555555555555,7
m_1939,184910,0.2826086956521739,0.8969072164948454,0.717926640261753,0.6600966183574878,4
m_2064,560150,0.43478260869565216,0.9484536082474228,0.7379025314275874,0.6245410628019323,8
m_2065,509380,0.22826086956521738,0.9484536082474228,0.7967969691751335,0.6506280193236715,4
m_1966,164820,0.0,0.010309278350515464,0.0,0.0,0
m_2018,656080,0.5434782608695652,0.9587628865979382,0.8183227139659033,0.7055072463768115,14
m_2041,636130,0.45652173913043476,0.8144329896907216,0.7651110728431203,0.6114009661835749,4
m_1932,689480,1.0,0.9484536082474228,0.8513862579645255,0.7410628019323672,3
m_2068,424650,0.16304347826086957,0.9587628865979382,0.7704494575512313,0.657584541062802,1
m_2006,536660,0.5760869565217391,0.9484536082474228,0.7781987256759083,0.6873429951690821,13
m_2067,28360,0.3695652173913043,0.9484536082474228,0.6304460134320647,0.5617391304347826,9
m_2072,328300,0.32608695652173914,0.9278350515463918,0.6480110211813329,0.5679227053140097,4
m_1972,669910,0.6086956521739131,0.9793814432989691,0.8816945066299294,0.8628019323671496,16
m_2038,683110,0.5108695652173912,0.9484536082474228,0.7091441363871189,0.6769082125603865,9
m_1981,451950,0.34782608695652173,0.9381443298969072,0.8730842087136215,0.7507246376811594,5
m_1951,201190,0.6630434782608695,0.9175257731958764,0.6982951610125709,0.6544927536231884,10
m_1954,483920,0.40217391304347827,0.9587628865979382,0.8868606853797141,0.8827053140096618,6
m_1994,241500,0.2934782608695652,0.9690721649484536,0.6722920613053212,0.5945893719806763,9
m_2036,450120,0.5869565217391304,0.865979381443299,0.8687790597554675,0.8218357487922705,9
m_1957,198410,0.5652173913043478,0.9690721649484536,0.8541415532977441,0.8332367149758453,11
m_2075,205090,0.43478260869565216,0.8041237113402062,0.7876700533838471,0.6815458937198068,4
m_2029,119530,0.717391304347826,0.8762886597938144,0.5805062855174788,0.48425120772946856,6
m_1935,626190,0.9239130434782609,0.9793814432989691,0.9330118822111245,0.783574879227053,7
m_2049,663610,0.4782608695652174,0.9484536082474228,0.03513001549853625,0.03227053140096618,4
m_2069,481380,0.2826086956521739,0.9484536082474228,0.8598243499225073,0.7744927536231884,6
m_2046,234620,0.4782608695652174,0.9587628865979382,0.737558119510935,0.7035748792270531,8
m_2078,609500,0.2608695652173913,0.9175257731958764,0.8186671258825555,0.7020289855072464,5
m_1953,427200,0.32608695652173914,0.9587628865979382,0.7761322541759945,0.726376811594203,7
m_1975,430320,0.0,0.030927835051546393,0.00017220595832615808,0.0003864734299516908,0
m_1943,643610,0.717391304347826,0.9793814432989691,0.8574134665059411,0.752463768115942,5
m_1955,451770,0.5434782608695652,0.9587628865979382,0.8088513862579645,0.677294685990338,5
m_2011,35420,0.34782608695652173,0.8762886597938144,0.7205097296366455,0.5951690821256038,1
m_2007,460,0.4782608695652174,0.9484536082474228,0.6464611675563974,0.6185507246376811,4
m_2055,174690,0.33695652173913043,0.9793814432989691,0.6094368865162735,0.5029951690821256,4
m_1957,180410,0.358695652173913,0.8556701030927836,0.8458756672980884,0.8280193236714976,4
m_1952,651000,0.42391304347826086,0.9690721649484536,0.8426037540898915,0.7603864734299517,3
m_2036,213100,0.6847826086956521,0.8969072164948454,0.7730325469261237,0.7344927536231883,11
m_2044,273310,0.2934782608695652,0.9484536082474228,0.6933011882211124,0.6378743961352656,10
m_1953,607460,0.33695652173913043,0.8762886597938144,0.8358877217151713,0.78743961352657,5
m_1963,378440,0.5543478260869565,0.9587628865979382,0.8133287411744445,0.7808695652173911,14
m_2072,78040,0.3695652173913043,0.9690721649484536,0.5607026003099708,0.487536231884058,4
m_2034,335610,0.31521739130434784,0.9896907216494846,0.8043740313414844,0.6645410628019324,10
m_1939,406890,0.30434782608695654,0.9896907216494846,0.800585500258309,0.731207729468599,12
m_1977,638970,0.6521739130434783,0.9072164948453608,0.8047184432581367,0.7315942028985507,7
m_2061,116220,0.4782608695652174,0.7731958762886598,0.705872223178922,0.6185507246376811,5
m_2024,393690,0.44565217391304346,0.9896907216494846,0.6302738074737386,0.5169082125603864,9
m_1991,216400,0.6847826086956521,0.8969072164948454,0.7873256414671947,0.7057004830917875,37
m_1988,185710,0.3913043478260869,0.9072164948453608,0.7065610470122267,0.6471497584541063,3
m_1998,468490,0.0,0.02061855670103093,0.0,0.0001932367149758454,0
m_1977,555390,0.5978260869565217,0.9381443298969072,0.7768210780092991,0.7080193236714976,9
m_2007,547650,0.6195652173913043,0.9484536082474228,0.9008093680041329,0.8915942028985507,13
m_1976,380830,0.6413043478260869,0.9484536082474228,0.6951954537627001,0.5988405797101448,3
m_1946,484050,0.05434782608695652,0.8041237113402062,0.2896504219045979,0.2388405797101449,1
m_1973,580680,0.5978260869565217,0.9381443298969072,0.9083864301704838,0.8417391304347827,8
m_1976,58500,0.32608695652173914,0.8969072164948454,0.6016876183915962,0.5300483091787439,3
m_1941,540490,0.8695652173913043,0.9381443298969072,0.6411227828482865,0.48560386473429945,21
m_1933,279860,0.043478260869565216,0.9484536082474228,0.40072326502496985,0.36270531400966183,1
m_2000,538280,0.6195652173913043,0.9278350515463918,0.9817461684174271,0.9800966183574878,17
m_2029,478980,0.44565217391304346,0.9793814432989691,0.7027725159290512,0.5945893719806763,7
m_1968,232960,0.2826086956521739,0.9587628865979382,0.5622524539349061,0.4405797101449275,3
m_2078,278630,0.34782608695652173,0.9484536082474228,0.7079386946788359,0.6067632850241546,6
