task_create_time,task_end_time,job_id,task_id,num_instances,status,cpus_requested,memory_requested
6457,6533,3,5,0.0,Terminated,0.16666666666666674,0.08844866071428256
6036,6046,4,7,0.01867378048780488,Waiting,0.4202098096429069,0.2789016675474877
6036,6046,4,6,0.021484375000000003,Waiting,0.4202098096429069,0.2789016675474877
10719,11332,15,67,0.08117378048780488,Terminated,0.16666666666666674,0.16071428571428412
10718,11164,15,66,0.03001143292682927,Terminated,0.16666666666666674,0.7142857142857113
10718,10916,15,65,0.014243521341463415,Terminated,0.16666666666666674,0.8571428571428557
10718,12897,15,64,0.09536966463414635,Terminated,0.16666666666666674,0.7142857142857113
11792,11999,18,88,0.012195121951219513,Terminated,0.16666666666666674,0.5714285714285722
11792,14331,18,82,0.07421875,Terminated,0.16666666666666674,0.7142857142857113
11792,12112,18,91,0.01524390243902439,Terminated,0.16666666666666674,0.5714285714285722
11792,11958,18,89,0.000428734756097561,Terminated,0.16666666666666674,0.5714285714285722
11792,12173,18,83,0.018387957317073173,Terminated,0.16666666666666674,0.5714285714285722
11792,11801,18,90,0.0,Terminated,0.16666666666666674,0.0694754464285686
11792,11796,18,84,0.0,Terminated,0.16666666666666674,0.06529017857142455
11792,11957,18,87,0.0054306402439024395,Terminated,0.16666666666666674,0.4174107142857121
11792,11846,18,86,0.0012385670731707317,Terminated,0.16666666666666674,0.7142857142857113
11792,13453,18,85,0.06731135670731708,Terminated,0.16666666666666674,1.0
11792,12302,18,81,0.016482469512195123,Terminated,0.16666666666666674,0.5714285714285722
16281,16552,27,147,0.0012385670731707317,Terminated,0.16666666666666674,0.31249999999999567
16281,16396,27,139,0.004858993902439024,Terminated,0.16666666666666674,0.5714285714285722
16281,16529,27,137,0.029058689024390245,Terminated,0.16666666666666674,0.3331473214285683
16281,16343,27,149,0.00047637195121951224,Terminated,0.16666666666666674,0.3208705357142837
16281,16338,27,138,0.000666920731707317,Terminated,0.16666666666666674,0.3113839285714267
16281,16290,27,140,0.0,Terminated,0.16666666666666674,0.0711495535714273
16281,16480,27,141,0.009241615853658536,Terminated,0.16666666666666674,0.7142857142857113
16281,16328,27,142,0.0025247713414634147,Terminated,0.16666666666666674,0.28543526785714124
16281,16313,27,143,9.527439024390246e-05,Terminated,0.16666666666666674,0.2857142857142835
16281,16540,27,145,0.00428734756097561,Terminated,0.16666666666666674,0.34235491071428303
16281,16332,27,144,4.763719512195122e-05,Terminated,0.16666666666666674,0.5714285714285722
16281,16547,27,146,0.004096798780487805,Terminated,0.16666666666666674,0.2921316964285706
16281,16351,27,150,0.00028582317073170735,Terminated,0.16666666666666674,0.3306361607142829
16281,16558,27,148,0.001048018292682927,Terminated,0.16666666666666674,0.2837611607142825
16341,16391,28,151,0.002858231707317073,Running,0.16666666666666674,0.27929687499999634
16341,16391,28,153,0.0193407012195122,Failed,0.16666666666666674,0.7142857142857113
16341,16391,28,152,0.001048018292682927,Running,0.16666666666666674,0.5714285714285722
16341,16391,28,154,0.012385670731707318,Running,0.16666666666666674,0.29380580357142927
21669,21695,44,249,0.0,Terminated,0.16666666666666674,0.0711495535714273
21669,21676,44,244,0.0,Terminated,0.16666666666666674,0.07170758928571172
21669,26168,44,243,0.03429878048780488,Terminated,0.16666666666666674,0.16071428571428412
21668,25044,44,242,0.011909298780487805,Terminated,0.16666666666666674,0.16071428571428412
21669,27412,44,240,0.10470655487804878,Terminated,0.16666666666666674,1.0
21668,29473,44,241,0.0,Terminated,0.16666666666666674,0.08286830357142741
21668,21677,44,245,0.0,Terminated,0.16666666666666674,0.0694754464285686
21669,24779,44,247,0.04244474085365854,Terminated,0.16666666666666674,0.7142857142857113
21668,24936,44,250,0.004668445121951219,Terminated,0.16666666666666674,0.3099888392857103
21669,29445,44,248,0.04025342987804879,Terminated,0.16666666666666674,0.33677455357142794
21669,21695,44,251,0.0,Terminated,0.16666666666666674,0.07142857142856951
21669,21690,44,246,4.763719512195122e-05,Terminated,0.16666666666666674,0.07282366071428598
21677,24458,46,261,0.07860137195121952,Terminated,0.16666666666666674,1.0
21677,21700,46,270,0.0,Terminated,0.16666666666666674,0.07170758928571172
21677,23335,46,262,0.018054496951219516,Terminated,0.16666666666666674,0.16071428571428412
21677,21684,46,263,0.0,Terminated,0.16666666666666674,0.0694754464285686
21677,26680,46,267,0.04130144817073171,Terminated,0.16666666666666674,0.3111049107142845
21677,26699,46,260,0.0,Terminated,0.16666666666666674,0.0775669642857145
21677,21700,46,268,0.0,Terminated,0.16666666666666674,0.07170758928571172
21677,23092,46,266,0.021150914634146343,Terminated,0.16666666666666674,0.7142857142857113
21677,21685,46,264,0.0,Terminated,0.16666666666666674,0.07198660714285399
21677,21695,46,265,4.763719512195122e-05,Terminated,0.16666666666666674,0.0711495535714273
21677,23248,46,269,0.004668445121951219,Terminated,0.16666666666666674,0.2946428571428559
21713,23366,52,329,0.07883955792682927,Terminated,0.16666666666666674,0.7142857142857113
21713,23271,52,336,0.02019817073170732,Terminated,0.16666666666666674,0.7142857142857113
21713,21723,52,340,0.0,Terminated,0.16666666666666674,0.061662946428570314
21712,27149,52,320,0.03830030487804879,Terminated,0.16666666666666674,0.7142857142857113
21712,27869,52,321,0.035680259146341466,Terminated,0.16666666666666674,0.3205915178571416
21712,21717,52,327,0.0,Terminated,0.16666666666666674,0.07198660714285399
